pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
1325666;DTL1403;"Fuchs, Achim: Alfred Döblin in Regensburg";"Seite 287";"Seite 292";6;1326450;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326450
1325666;DTL1404;"Mai, Paul: Vereinschronik";"Seite 293";"Seite 295";3;1326456;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326456
1325666;DTL1405;"Buchbesprechungen";"Seite 296";"[Seite 312]";17;1326459;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326459
1228331;DTL1705;"Titelblatt";"[Seite 1]";"[Seite 4]";4;1228757;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228757
1228331;DTL1706;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1228761;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228761
1228331;DTL1707;"Wurster, Herbert W.: Die Regensburger Geschichtsschreibung im 17. Jahrhundert. Historiographie im Übergang vom Humanismus zum Barock. Teil I";"Seite 7";"[Seite 76]";70;1228763;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228763
1228331;DTL1708;"Götschmann, Dirk: Das Armaturwerk Fortschau (1689-1801). Geschichte eines Unternehmens in der Oberpfalz";"Seite 77";"Seite 136";60;1228833;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228833
1228331;DTL1709;"Chrobak, Werner: Politische Parteien, Verbände und Vereine in Regensburg 1869-1914. Teil I";"Seite 137";"[Seite 224]";88;1228893;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228893
1228331;DTL1710;"Gamber, Klaus: Zur Frühgeschichte der St. Emmeramskirche in Regensburg";"Seite 225";"[Seite 236]";12;1228981;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228981
1228331;DTL1711;"Schmidt, Otto: Zur Baugeschichte der Georgskirche in Amberg";"Seite 237";"[Seite 248]";12;1228993;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1228993
1228331;DTL1712;"Regler, Rudolf: Amberger Eisenhandels-Briefe aus dem 14. Jahrhundert - ihre Gestaltung und ihre Absicherung";"Seite 249";"Seite 266";18;1229005;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229005
1228331;DTL1713;"Schmidt, Otto: Der Theaterbau 1803 in der ehemaligen Amberger Franziskanerkirche";"Seite 267";"Seite 294";28;1229023;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229023
1228331;DTL1714;"Endres, Werner: Frühneuzeitliche Keramikfunde aus Dietfurt, Lkr. Neumarkt/Oberpfalz";"Seite 295";"Seite 308";14;1229051;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229051
1228331;DTL1715;"Dünninger, Eberhard: Begegnung mit Regensburg - die Stadt im Zeugnis ihrer Gäste";"Seite 309";"[Seite 320]";12;1229065;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229065
1228331;DTL1716;"Reidel, Hermann: Das Gartencasino des Grafen Kaspar von Sternberg in Regensburg. Ein Meisterwerk des venezianischen Architekten Giannantonio Selva (1751-1819)";"Seite 321";"Seite 344";30;1229077;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229077
1228331;DTL1717;"Loers, Veit: Walhalla zwischen Historie und Historismus";"Seite 345";"[Seite 372]";32;1229107;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229107
1228331;DTL1718;"Matzel, Klaus: Nachträge zum ""Bayerischen Wörterbuch"" von J. Andreas Schmeller";"Seite 373";"Seite 396";24;1229139;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229139
1228331;DTL1719;"Vereinschronik";"Seite 397";"Seite 399";3;1229163;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229163
1228331;DTL1720;"Buchbesprechungen";"Seite 400";"[Seite 415]";16;1229166;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1228331&childpid=1229166
982240;DTL2265;"Titelblatt";"[Seite 1]";"[Seite 4]";4;982806;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=982806
982240;DTL2266;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;982810;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=982810
982240;DTL2267;"Mai, Paul: 150 Jahre Historischer Verein für Oberpfalz und Regensburg";"Seite 7";"Seite 24";22;982812;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=982812
982240;DTL2268;"Boll, Walter: Das Runtingerhaus in Regensburg";"Seite 25";"Seite 68";51;982834;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=982834
982240;DTL2269;"Wurster, Herbert W.: Die Regensburger Geschichtsschreibung im 17. Jahrhundert. Historiographie im Übergang vom Humanismus zum Barock. Teil II und III";"Seite 69";"Seite 210";142;982886;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=982886
982240;DTL2270;"Chrobak, Werner: Politische Parteien, Verbände und Vereine in Regensburg 1869-1914. Teil II";"Seite 211";"[Abb.] Römische Fundmünzen aus der  Gemarkung Guttenberg, Landkreis Tirschenreuth";175;983028;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983028
982240;DTL2271;"Fähnrich, Harald: Eine römische Fundmünze aus der nördlichen Oberpfalz";"Seite 385";"[Seite 390]";6;983204;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983204
982240;DTL2272;"Popp, Marianne: Albertus Magnus und sein Orden im Bistum Regensburg";"Seite 391";"Seite 406";16;983210;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983210
982240;DTL2273;"Kaunzer, Wolfgang: Von Albertus Magnus zu Johannes Kepler. Dreieinhalb Jahrhunderte mathematisch- naturwissenschaftlicher Forschung";"Seite 407";"Seite 430";24;983226;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983226
982240;DTL2274;"Endres, Werner: Weniger bekannte keramische Dekorarten an Regensburger Bodenfunden des 15. - 17- Jahrhunderts";"Seite 431";"[Abb.] Tafel 7  Abb.15 Saturnmotiv von einen Creussener ""Planetenkrug; Abb.16 Fragmente m. Applikationsdekor; Abb.17 Henkeltopf mit Mehrpaßmündung; Abb.18 Deckeltopf";26;983250;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983250
982240;DTL2275;"Schlichting, Günter: Dr. Johann Hiltner, der Reformator der Reichsstadt Regensburg";"Seite 455";"[Seite 472]";18;983276;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983276
982240;DTL2276;"Emmerig, Thomas: P. Sebastian Prixner OSB: Das Musikseminar von St. Emmeram";"Seite 473";"Seite 492";22;983294;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983294
982240;DTL2277;"Press, Volker: Bayern, Österreich und das Reich in der frühen Neuzeit. Max Spindler zum 85. Geburtstag";"Seite 493";"[Seite 520]";28;983316;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983316
982240;DTL2278;"Schubert, Dietrich: ""Im Sturm treu - in Treue fest."" Das Kriegerdenkmal des 11. Bayerischen Infanterie-Regiments von Max Schulze in Regensburg";"Seite 521";"[Abb.] 8. Ossip Zadkine, Mahnmal für Rotterdam 1951";12;983344;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983344
982240;DTL2279;"Rubner, Heinrich: Familienplanung um 1900. Zu den Anfängen neo-malthusianischer Propaganda in Regensburg und Augsburg";"Seite 529";"[Seite 538]";10;983356;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983356
982240;DTL2280;"Vereinschronik";"Seite 539";"Seite 543";5;983366;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=982240&childpid=983366
1223758;DTL2325;"[Titelseite]";"[Seite 1]";"[Seite 4]";4;1224339;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224339
1223758;DTL2326;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1224343;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224343
1223758;DTL2327;"Herrmann, Erwin: Das Aufblühen der historischen Wissenschaften und die Entwicklung der historischen Vereine in Bayern im 19. Jahrhundert";"Seite 7";"[Seite 14]";8;1224345;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224345
1223758;DTL2328;"Gauer, Werner: Urbs, Arx, Metropolis und Civitas Regia. Untersuchungen zur Topographie der frühmittelalterlichen Stadt Regensburg";"Seite 15";"Seite 84";83;1224353;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224353
1223758;DTL2329;"Nikol, Hans: Die Kastner von Amberg. Geschichte eines Montangeschlechts";"Seite 85";"[Seite 182]";122;1224437;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224437
1223758;DTL2330;"Chrobak, Werner: Politische Parteien, Verbände und Vereine in Regensburg 1869-1914. Teil III";"Seite 183";"Seite 284";102;1224561;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224561
1223758;DTL2331;"Kammerbauer, Ilse: Die Verfolgung sogenannter ""staatsfeindlicher Bestebungen"" im Regierungsbezirk Niederbayern und Oberpfalz 1933-1945";"Seite 285";"Seite 348";64;1224663;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224663
1223758;DTL2332;"Fischer, H. Thomas: Archäologische Funde der römischen Kaiserzeit und der Völkerwanderungszeit aus der nördlichen Oberpfalz (nördlich der Donau)";"Seite 349";"[Abb.]";41;1224727;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224727
1223758;DTL2333;"Klose, Josef: Die Beziehungen des Klosters Niederalteich zum mittleren Regen- und Schwarzachgebiet im 13. Jahrhundert";"Seite 389";"[Seite 404]";16;1224769;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224769
1223758;DTL2334;"Schmid, Diethard: Stadtamhof als Typus und Sonderfall wittelsbachischer Städtepolitik";"Seite 405";"Seite 424";23;1224785;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224785
1223758;DTL2335;"Kaunzer, Wolfgang: Zur Geschichte der planetarischen Astronomie";"Seite 425";"Seite 438";14;1224809;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224809
1223758;DTL2336;"Herrmann, Erwin: Teunz. Ein Beitrag zur Turmhügelforschung";"Seite 439";"Seite 442";4;1224823;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224823
1223758;DTL2337;"Glaß, Erich von: Die älteren Mendel von Steinfels (vor 1600)";"Seite 443";"[Seite 474]";32;1224827;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224827
1223758;DTL2338;"Endres, Werner: Zu einigen vogelgestaltigen Keramikformen des 16. Jahrhunderts";"Seite 475";"[Seite 488]";19;1224859;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224859
1223758;DTL2339;"Schmidt, Otto: Brauchtum und Aberglauben in der Oberpfalz 1809";"Seite 489";"Seite 502";14;1224879;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224879
1223758;DTL2340;"Gegenfurtner, Wilhelm: Joseph Staber in memoriam";"Seite 503";"[Seite 508]";6;1224893;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224893
1223758;DTL2341;"Mai, Paul: Vereinschronik";"Seite 509";"Seite 513";5;1224899;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224899
1223758;DTL2342;"Buchbesprechungen";"Seite 514";"Seite 528";15;1224904;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1223758&childpid=1224904
901995;DTL1861;"[Titel]";"Seite 1";"Seite 4";4;902462;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902462
901995;DTL1862;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;902466;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902466
901995;DTL1863;"Emmerig, Ernst: Vom Vicedominus zum Regierungspräsidenten. Geschichte der Regierung der Oberpfalz als einer bayerischen Mittelbehörde";"Seite 7";"Seite 26";20;902468;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902468
901995;DTL1864;"Greipl, Egon Johannes: Zur Grundherrschaft des Reichsstifts St. Emmeram zu Regensburg im 18. Jahrhundert";"Seite 27";"Seite 50";24;902488;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902488
901995;DTL1865;"Freundl, Stefan: Die Dampfschiffahrt auf der bayerischen Donau von den Anfängen bis zum Beginn des Ersten Weltkrieges";"Seite 51";"[Seite 118]";77;902512;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902512
901995;DTL1866;"Hecht, Karl: Revolution und Räterepublik in der Nördlichen Oberpfalz und ihre Voraussetzungen";"Seite 119";"Seite 192";74;902590;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902590
901995;DTL1867;"Fischer, Thomas; unter Mitwirkung von Froschauer, Wieland: Archäologische Ausgrabungen und Funde in der Oberpfalz 1980/1981";"Seite 193";"Seite 254";62;902664;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902664
901995;DTL1868;"Gamber, Klaus: Die kirchlichen und politischen Verhältnisse in den oberen Donauprovinzen zur Zeit Severins";"Seite 255";"Seite 270";16;902726;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902726
901995;DTL1869;"Hilz, Anneliese: Die Bibliothek der Minoriten von St. Salvator in Regensburg";"Seite 271";"[Seite 280]";10;902742;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902742
901995;DTL1870;"Wanderwitz, Heinrich: Marginalien zur Lebensgeschichte des ersten Amberger Chronisten Michael Schwaiger (ca. 1510- 1568)";"Seite 281";"[Seite 290]";10;902752;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902752
901995;DTL1871;"Sterl, Raimund; Sterl, Ralph: Magister Nicolaus Agricola und seine Oratio de Musica (1553). Ein Beitrag zur Musik- und Schulgeschichte Regensburgs im 16. Jahrhundert";"Seite 291";"Seite 308";18;902762;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902762
901995;DTL1872;"Baumeister, Franz: Fidelis Ittelsperger";"Seite 309";"[Seite 310]";2;902780;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902780
901995;DTL1873;"Emmerig, Thomas; Emmerig, Wolfgang Joseph: Historische Notizen über das Seminar St. Emmeram in Regensburg ( 1793-1834). Mit Anmerkungen und einer zeitgenössischen biographischen Skizze";"Seite 311";"Seite 336";26;902782;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902782
901995;DTL1874;"Hartmannsgruber, Friedrich: Zur Statistik der Auswanderung aus der Oberpfalz und aus Regensburg im 19. Jahrhundert";"Seite 337";"[Seite 370]";34;902808;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902808
901995;DTL1875;"Endres, Irmgard; Endres, Werner: Zur Geschichte der ""Steinzeugfabrik F. Thenn"" in Regensburg";"Seite 371";"Seite 394";26;902842;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902842
901995;DTL1876;"Färber, Sigfrid: ""Bücher haben ihre Schicksale"" - auch in Regensburg. Zur Geschichte der Druckereien, Verlage und Buchhandlungen in Regensburg";"Seite 395";"Seite 406";12;902868;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902868
901995;DTL1877;"Bauer, Reinhard: Flurnamenforschung in der Oberpfalz";"Seite 407";"Seite 418";12;902880;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902880
901995;DTL1878;"Vereinschronik";"Seite 419";"Seite 422";4;902892;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902892
901995;DTL1879;"Buchbesprechung";"Seite 423";"Seite 434";12;902896;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902896
901995;DTL1880;"Verzeichnis der Mitglieder";"Seite 435";"Seite 448";14;902908;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=901995&childpid=902908
1220708;DTL1749;"Titelblatt";"[Seite 1]";"[Seite 4]";4;1221145;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221145
1220708;DTL1750;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1221149;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221149
1220708;DTL1751;"Herrmann, Erwin: Frühe Siedlungs- und Herrschaftsstrukturen in der mittleren Oberpfalz";"Seite 7";"[Seite 34]";28;1221151;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221151
1220708;DTL1752;"Schmidt, Otto: Die Vorgängerkirche von St. Sebastian in Amberg";"Seite 35";"Seite 48";14;1221179;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221179
1220708;DTL1753;"Schlichting, Günter: Luthers Vermächtnis an Regensburg";"Seite 49";"Seite 70";22;1221193;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221193
1220708;DTL1754;"Fürnrohr, Walter: Die Vertreter des habsburgischen Kaisertums auf dem Immerwährenden Reichstag. Teil I";"Seite 71";"[Seite 140]";70;1221215;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221215
1220708;DTL1755;"Poppe, Erich: C. F. Aichinger (1717-1782). Zur Regionalgeschichte der deutschen Sprachwissenschaft";"Seite 141";"Seite 170";30;1221285;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1220708&childpid=1221285
